"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Matt Carle","MATT.CARLE","8470640","07-08","S.J","D","L",1984-09-25,22,2003,2,47,62,1026.33,53.84,63.16,62.64,60.98,63.99,2.6,2.23,32.59,19.01,45.4,27.08,58.23,37.26,3.04,1.71,0.37,13.58,18.32,20.97,1.33,7.99,88.25
"Matt Carle","MATT.CARLE","8470640","08-09","PHI/T.B","D","L",1984-09-25,23,2003,2,47,76,1626.15,54.1,51.81,52.48,52.78,55.91,2.8,2.37,32.54,30.27,45.23,40.95,60.36,54,2.98,2.35,0.42,2.27,4.28,6.35,0.63,8.6,92.16
"Matt Carle","MATT.CARLE","8470640","09-10","PHI","D","L",1984-09-25,24,2003,2,47,80,1870.98,61.95,55.8,55.41,54.09,56.75,3.32,2.04,32.12,25.44,44.36,35.7,59.29,50.34,3.11,2.37,1.28,6.68,8.66,8.96,0.74,10.34,91.98
"Matt Carle","MATT.CARLE","8470640","10-11","PHI","D","L",1984-09-25,25,2003,2,47,82,1803.3,60.51,55.65,54.53,53.75,57.91,3.44,2.25,34.81,27.74,47.31,39.45,63.73,54.83,3.33,2.42,1.2,7.07,7.86,8.9,0.91,9.89,91.9
"Matt Carle","MATT.CARLE","8470640","11-12","PHI","D","L",1984-09-25,26,2003,2,47,82,1887.68,55.72,55.06,54.55,53.86,56.91,2.94,2.34,31.57,25.77,43.61,36.34,59.39,50.88,3.22,2.44,0.6,5.8,7.27,8.52,0.78,9.31,90.94
"Matt Carle","MATT.CARLE","8470640","12-13","T.B","D","L",1984-09-25,27,2003,2,47,48,1139.9,51.9,46.27,46.11,45.85,46.65,2.85,2.64,26.47,30.74,36.78,42.99,48.83,57.66,2.53,2.89,0.21,-4.27,-6.2,-8.83,-0.36,10.77,91.41
"Matt Carle","MATT.CARLE","8470640","13-14","T.B","D","L",1984-09-25,28,2003,2,47,82,1819.32,51.03,48.27,47.48,46.4,46.53,2.71,2.6,28.32,30.34,39.29,43.47,51.18,59.13,2.36,2.71,0.11,-2.02,-4.18,-7.94,-0.35,9.56,91.44
"Matt Carle","MATT.CARLE","8470640","14-15","T.B","D","L",1984-09-25,29,2003,2,47,59,1208.78,51.53,50.04,49.87,49.17,50.05,2.52,2.37,29.14,29.1,39.23,39.44,52.68,54.45,2.46,2.45,0.15,0.04,-0.21,-1.78,0,8.64,91.87
"Matt Carle","MATT.CARLE","8470640","15-16","T.B","D","L",1984-09-25,30,2003,2,47,64,1073.9,47.84,46.56,45.09,44.6,43.64,2.16,2.35,26.37,30.27,35.88,43.7,47.92,59.52,1.99,2.57,-0.19,-3.9,-7.81,-11.6,-0.58,8.18,92.23
"Matt Carle","MATT.CARLE","8470640","16-17","NSH","D","L",1984-09-25,31,2003,2,47,6,78.87,32.78,48.76,48,45.83,45.48,2.24,4.59,26.23,27.56,34.85,37.75,45.86,54.2,2.07,2.48,-2.35,-1.33,-2.9,-8.35,-0.41,8.53,83.36
"Matt Cooke","MATT.COOKE","8465951","07-08","VAN/WSH","L","L",1978-09-07,29,1997,6,144,78,1026.5,42.52,43.52,45.62,46.83,42.89,1.85,2.5,22.54,29.25,33.27,39.65,45.32,51.44,1.72,2.29,-0.65,-6.71,-6.38,-6.13,-0.57,8.2,91.46
"Matt Cooke","MATT.COOKE","8465951","08-09","PIT","L","L",1978-09-07,30,1997,6,144,76,1079.92,44.42,44.82,45.26,45.42,45.3,2.41,3.01,24.62,30.31,34.49,41.71,47.28,56.81,2.08,2.51,-0.61,-5.69,-7.22,-9.53,-0.43,9.79,90.05
"Matt Cooke","MATT.COOKE","8465951","09-10","PIT","L","L",1978-09-07,31,1997,6,144,78,1153.42,52.02,48.94,48.57,48.61,48.8,2.97,2.74,29.15,30.42,40.47,42.85,54.39,57.5,2.51,2.64,0.23,-1.26,-2.38,-3.11,-0.12,10.2,90.98
"Matt Cooke","MATT.COOKE","8465951","10-11","PIT","L","L",1978-09-07,32,1997,6,144,67,1047.58,52.27,46.97,46.85,47.16,45.44,2.58,2.35,27.18,30.69,36.95,41.92,50.44,56.51,2.3,2.76,0.22,-3.51,-4.96,-6.07,-0.46,9.48,92.34
"Matt Cooke","MATT.COOKE","8465951","11-12","PIT","L","L",1978-09-07,33,1997,6,144,82,1285.75,49.79,49.14,50.3,50.27,47.32,2.58,2.6,27.34,28.3,38.08,37.62,51.92,51.36,2.27,2.53,-0.02,-0.95,0.46,0.56,-0.26,9.42,90.82
"Matt Cooke","MATT.COOKE","8465951","12-13","PIT","L","L",1978-09-07,34,1997,6,144,48,706.22,36.54,41.63,40.29,39.92,38.8,2.31,4,24.14,33.84,32.46,48.11,43.7,65.76,1.99,3.13,-1.7,-9.71,-15.65,-22.06,-1.15,9.55,88.17
"Matt Cooke","MATT.COOKE","8465951","13-14","MIN","L","L",1978-09-07,35,1997,6,144,82,1263.27,40.74,37.92,38.29,39.08,36.59,1.79,2.61,19.3,31.6,26.92,43.38,38.17,59.51,1.5,2.59,-0.82,-12.3,-16.46,-21.34,-1.1,9.3,91.74
"Matt Cooke","MATT.COOKE","8465951","14-15","MIN","L","L",1978-09-07,36,1997,6,144,29,365.4,36.57,39.94,38.1,36.5,37.37,2.02,3.5,20.21,30.38,28.72,46.66,38.34,66.71,1.66,2.77,-1.48,-10.18,-17.94,-28.37,-1.12,9.98,88.49
"Matt Cullen","MATT.CULLEN","8464989","07-08","CAR","C","L",1976-11-02,30,1996,2,35,59,995.58,64.12,58.52,59.75,59.91,61.03,4.22,2.36,37.42,26.52,51.86,34.93,68.44,45.79,3.77,2.4,1.86,10.9,16.93,22.65,1.36,11.28,91.09
"Matt Cullen","MATT.CULLEN","8464989","08-09","CAR","C","L",1976-11-02,31,1996,2,35,69,1159.25,55.84,53.34,52.06,51.3,51.23,2.88,2.27,31.34,27.41,43.3,39.87,57.85,54.92,2.86,2.72,0.6,3.92,3.43,2.93,0.14,9.17,91.71
"Matt Cullen","MATT.CULLEN","8464989","09-10","CAR/OTT","C","L",1976-11-02,32,1996,2,35,80,1499.82,51.11,51.08,52.67,52.85,51.44,3.18,3.04,31.34,30.02,44.7,40.16,60.05,53.58,3.31,3.13,0.14,1.32,4.54,6.47,0.19,10.15,89.86
"Matt Cullen","MATT.CULLEN","8464989","10-11","MIN","C","L",1976-11-02,33,1996,2,35,78,1406.13,52.51,47,46.3,47.12,48.28,2.91,2.63,27.75,31.29,38.31,44.43,51.4,57.7,2.61,2.79,0.28,-3.55,-6.12,-6.3,-0.19,10.47,91.6
"Matt Cullen","MATT.CULLEN","8464989","11-12","MIN","C","L",1976-11-02,34,1996,2,35,73,1382.15,48.13,50.68,49.09,48.95,53.23,2.31,2.49,29.61,28.81,40.01,41.49,53.55,55.86,2.86,2.51,-0.18,0.8,-1.48,-2.31,0.35,7.79,91.37
"Matt Cullen","MATT.CULLEN","8464989","12-13","MIN","C","L",1976-11-02,35,1996,2,35,42,667.43,58.08,49.29,49.05,49.7,56.36,3.56,2.57,28.14,28.96,38.97,40.48,52.93,53.57,2.92,2.26,0.99,-0.81,-1.51,-0.63,0.66,12.63,91.14
"Matt Cullen","MATT.CULLEN","8464989","13-14","NSH","C","L",1976-11-02,36,1996,2,35,77,1193.18,56.93,55.23,53.24,53.61,56.1,3.19,2.41,32.48,26.33,42.86,37.65,57.43,49.7,2.85,2.23,0.78,6.15,5.21,7.73,0.62,9.83,90.83
"Matt Cullen","MATT.CULLEN","8464989","14-15","NSH","C","L",1976-11-02,37,1996,2,35,62,806.82,56.52,52.9,53.79,52.97,52.35,3.06,2.35,33.04,29.42,44.57,38.28,58.55,51.98,2.49,2.27,0.71,3.62,6.29,6.57,0.22,9.26,92
"Matt Cullen","MATT.CULLEN","8464989","15-16","PIT","C","L",1976-11-02,38,1996,2,35,82,1138.18,44.92,43.85,43.48,42.85,45.85,2.29,2.81,26.77,34.29,35.53,46.19,46.53,62.06,2.4,2.83,-0.52,-7.52,-10.66,-15.53,-0.43,8.57,91.79
"Matt Cullen","MATT.CULLEN","8464989","16-17","PIT","C","L",1976-11-02,39,1996,2,35,72,1002.13,41.47,43.35,43.49,42,44.51,2.63,3.72,26.31,34.38,36.07,46.88,47.32,65.37,2.79,3.48,-1.08,-8.07,-10.81,-18.04,-0.69,10.01,89.19
"Matt Cullen","MATT.CULLEN","8464989","17-18","MIN","C","L",1976-11-02,40,1996,2,35,79,939.48,44.48,39.63,39.25,38.98,43.76,2.25,2.8,22.4,34.13,30.95,47.91,41.68,65.25,2,2.57,-0.56,-11.73,-16.96,-23.57,-0.57,10.03,91.78
"Matt Cullen","MATT.CULLEN","8464989","18-19","PIT","C","L",1976-11-02,41,1996,2,35,71,817.18,40.6,40.33,40.15,38.96,41.75,2.38,3.48,27.7,40.99,36.05,53.75,45.72,71.64,2.49,3.48,-1.1,-13.28,-17.7,-25.92,-0.98,8.59,91.5
"Matt D'agostini","MATT.D'AGOSTINI","8471851","07-08","MTL","R","R",1986-10-23,20,2005,6,190,1,8.82,0,27.14,34.98,30.68,52.63,0,0,7.35,19.73,13.95,25.92,14.15,31.97,0.68,0.61,0,-12.38,-11.97,-17.82,0.07,0,100
"Matt D'agostini","MATT.D'AGOSTINI","8471851","08-09","MTL","R","R",1986-10-23,21,2005,6,190,53,710.67,43.31,55.74,54.25,54.26,53.35,2.4,3.15,34.78,27.62,46.72,39.4,62.34,52.55,3.08,2.69,-0.74,7.16,7.32,9.79,0.39,6.91,88.61
"Matt D'agostini","MATT.D'AGOSTINI","8471851","09-10","MTL/STL","R","R",1986-10-23,22,2005,6,190,48,463.48,22.72,45.18,47.59,47.31,47.41,0.75,2.55,24.92,30.25,35.67,39.28,51.58,57.44,1.89,2.1,-1.8,-5.32,-3.61,-5.87,-0.21,3.01,91.56
"Matt D'agostini","MATT.D'AGOSTINI","8471851","10-11","STL","R","R",1986-10-23,23,2005,6,190,82,1210.25,62.32,55.31,56.29,56.22,57.98,3.65,2.21,31.73,25.64,45.94,35.67,60.98,47.5,2.87,2.08,1.44,6.09,10.27,13.49,0.79,11.51,91.39
"Matt D'agostini","MATT.D'AGOSTINI","8471851","11-12","STL","R","R",1986-10-23,24,2005,6,190,55,771.07,69.43,58.38,60.53,60.13,63.82,2.62,1.16,33.51,23.89,49.47,32.26,65.93,43.72,3.12,1.77,1.47,9.62,17.21,22.21,1.35,7.83,95.16
"Matt D'agostini","MATT.D'AGOSTINI","8471851","12-13","N.J/STL","R","R",1986-10-23,25,2005,6,190,29,357.13,48.01,54.53,57.57,55.77,51.08,2.07,2.24,23.07,19.24,34.81,25.65,49.53,39.28,1.67,1.6,-0.17,3.83,9.16,10.25,0.07,8.98,88.34
"Matt D'agostini","MATT.D'AGOSTINI","8471851","13-14","BUF/PIT","R","R",1986-10-23,26,2005,6,190,57,846.56,39.77,48.53,48.62,48.55,47.41,1.53,2.31,25.94,27.51,35.76,37.79,49.63,52.6,2.08,2.31,-0.78,-1.57,-2.03,-2.97,-0.23,5.88,91.6
"Matt Donovan","MATT.DONOVAN","8474659","11-12","NYI","D","L",1990-05-09,21,2008,4,96,3,55.72,20,50.15,50.5,48.87,49.27,1.09,4.35,23.39,23.25,34.86,34.17,43.18,45.18,2.92,3,-3.26,0.14,0.69,-2,-0.09,4.65,81.29
"Matt Donovan","MATT.DONOVAN","8474659","13-14","NYI","D","L",1990-05-09,23,2008,4,96,52,939.6,45.12,56.62,55.43,54.98,53.89,2.63,3.2,35.49,27.19,49.04,39.44,63.75,52.19,3.31,2.83,-0.57,8.3,9.6,11.55,0.48,7.42,88.23
"Matt Donovan","MATT.DONOVAN","8474659","14-15","NYI","D","L",1990-05-09,24,2008,4,96,12,210.88,63.94,52.24,52.18,51.34,54.87,2.49,1.41,28.62,26.16,39.3,36.03,54.73,51.89,3.12,2.57,1.09,2.46,3.28,2.85,0.55,8.71,94.63
"Matt Donovan","MATT.DONOVAN","8474659","18-19","NSH","D","L",1990-05-09,28,2008,4,96,2,14.78,47,55.14,40.01,39.82,33.11,3.82,4.3,31.14,25.33,38.61,57.89,54.36,82.17,1.99,4.02,-0.49,5.81,-19.28,-27.81,-2.03,12.26,83.01
"Matt Duchene","MATT.DUCHENE","8475168","09-10","COL","C","L",1991-01-16,18,2009,1,3,81,1436.37,63.19,53.91,53.25,53.34,56.54,3.71,2.16,31.6,27.01,42.71,37.49,56.74,49.63,3.19,2.45,1.55,4.58,5.22,7.11,0.74,11.74,92
"Matt Duchene","MATT.DUCHENE","8475168","10-11","COL","C","L",1991-01-16,19,2009,1,3,80,1515.58,54.36,53.37,53.65,52.7,55.8,3.76,3.15,33.16,28.97,45.45,39.26,59.17,53.11,3.25,2.57,0.6,4.19,6.19,6.06,0.67,11.33,89.11
"Matt Duchene","MATT.DUCHENE","8475168","11-12","COL","C","L",1991-01-16,20,2009,1,3,58,944.73,50.63,56.7,56.64,57.88,59.46,2.49,2.43,36.45,27.83,49.12,37.61,68.25,49.66,3.18,2.17,0.06,8.62,11.51,18.59,1.01,6.84,91.27
"Matt Duchene","MATT.DUCHENE","8475168","12-13","COL","C","L",1991-01-16,21,2009,1,3,47,983.27,44.88,49.88,49.08,48.01,46.6,3.21,3.95,31.89,32.05,42.92,44.54,56.66,61.35,2.83,3.24,-0.73,-0.16,-1.62,-4.69,-0.41,10.08,87.69
"Matt Duchene","MATT.DUCHENE","8475168","13-14","COL","C","L",1991-01-16,22,2009,1,3,71,1313.27,61.47,56.53,55.27,55.7,59.79,4.07,2.55,37.25,28.64,49.31,39.91,64.84,51.56,3.62,2.43,1.52,8.61,9.4,13.28,1.19,10.92,91.1
"Matt Duchene","MATT.DUCHENE","8475168","14-15","COL","C","L",1991-01-16,23,2009,1,3,82,1522.88,54.51,48.7,47.91,47.5,49.7,2.92,2.44,30.53,32.16,40.88,44.45,53.97,59.64,2.69,2.72,0.48,-1.63,-3.57,-5.67,-0.03,9.56,92.42
"Matt Duchene","MATT.DUCHENE","8475168","15-16","COL","C","L",1991-01-16,24,2009,1,3,76,1412.88,55.88,52.92,52.41,52,51.69,3.47,2.74,34.76,30.93,46.84,42.52,61.39,56.66,3.15,2.95,0.73,3.84,4.31,4.73,0.21,9.98,91.14
"Matt Duchene","MATT.DUCHENE","8475168","16-17","COL","C","L",1991-01-16,25,2009,1,3,77,1408.65,37.53,49.94,51.33,51.73,48.06,2.28,3.79,30.73,30.81,42.87,40.65,56.71,52.91,2.78,3,-1.51,-0.08,2.22,3.8,-0.22,7.41,87.7
"Matt Duchene","MATT.DUCHENE","8475168","17-18","COL/OTT","C","L",1991-01-16,26,2009,1,3,82,1503.23,48,51.06,51.68,52.41,51.13,3.16,3.42,32.78,31.42,45.86,42.89,62.07,56.35,2.83,2.71,-0.26,1.36,2.97,5.71,0.12,9.64,89.1
"Matt Duchene","MATT.DUCHENE","8475168","18-19","CBJ/OTT","C","L",1991-01-16,27,2009,1,3,73,1374.9,55.05,52.51,51.61,51.31,53.26,4.44,3.63,34.3,31.03,46.77,43.86,61.07,57.95,3.4,2.98,0.81,3.27,2.92,3.11,0.42,12.94,88.32
"Matt Duchene","MATT.DUCHENE","8475168","19-20","NSH","C","L",1991-01-16,28,2009,1,3,66,1114.12,56.45,59.59,59.9,60.41,58.92,3.46,2.67,38.91,26.39,54.06,36.2,71.73,47.01,3.57,2.49,0.79,12.52,17.87,24.72,1.08,8.9,89.88
"Matt Duchene","MATT.DUCHENE","8475168","20-21","NSH","C","L",1991-01-16,29,2009,1,3,34,538.3,43.66,57.19,58.01,57.81,55.81,3.03,3.91,40.6,30.38,54.02,39.1,69.95,51.05,3.4,2.69,-0.88,10.21,14.92,18.9,0.71,7.47,87.13
"Matt Duchene","MATT.DUCHENE","8475168","21-22","NSH","C","L",1991-01-16,30,2009,1,3,49,936.33,62.66,58.14,58.97,59.73,58.05,4.7,2.8,37.2,26.79,51.97,36.15,68.35,46.07,3.73,2.69,1.9,10.41,15.81,22.28,1.03,12.63,89.55
"Matt Dumba","MATT.DUMBA","8476856","13-14","MIN","D","R",1994-07-25,19,2012,1,7,13,161.83,39.48,54.28,57.2,59.55,58.52,1.46,2.24,28.82,24.28,44.9,33.6,60.56,41.14,2.7,1.91,-0.78,4.54,11.3,19.42,0.79,5.07,90.78
"Matt Dumba","MATT.DUMBA","8476856","14-15","MIN","D","R",1994-07-25,20,2012,1,7,58,870.6,64.27,55.8,56.97,55.65,58.1,3.72,2.07,31.81,25.19,44.05,33.27,59.06,47.07,2.68,1.93,1.65,6.61,10.78,11.99,0.75,11.7,91.79
"Matt Dumba","MATT.DUMBA","8476856","15-16","MIN","D","R",1994-07-25,21,2012,1,7,81,1364.08,55.85,53.99,53.5,53.54,55.45,2.89,2.28,30.93,26.35,43.52,37.82,57.78,50.13,2.72,2.18,0.6,4.58,5.7,7.64,0.53,9.33,91.34
"Matt Dumba","MATT.DUMBA","8476856","16-17","MIN","D","R",1994-07-25,22,2012,1,7,76,1544.77,60.58,53.35,53.06,53.64,57.58,3.61,2.35,31.92,27.91,43.49,38.48,58.66,50.69,2.89,2.13,1.26,4.01,5.02,7.97,0.76,11.31,91.58
"Matt Dumba","MATT.DUMBA","8476856","17-18","MIN","D","R",1994-07-25,23,2012,1,7,82,1952.82,56.19,50.67,49.4,48.82,52.83,3.42,2.67,31.37,30.54,42.31,43.33,55.06,57.72,2.82,2.51,0.75,0.83,-1.02,-2.66,0.3,10.91,91.27
"Matt Dumba","MATT.DUMBA","8476856","18-19","MIN","D","R",1994-07-25,24,2012,1,7,32,748.03,52.18,53.35,51.63,51.96,53.17,3.62,3.32,34.87,30.48,47.44,44.45,62.16,57.47,3.47,3.05,0.3,4.38,2.99,4.69,0.41,10.38,89.12
"Matt Dumba","MATT.DUMBA","8476856","19-20","MIN","D","R",1994-07-25,25,2012,1,7,69,1551.95,49.34,52.47,51.78,51.45,52.95,3.07,3.15,31.89,28.89,42.77,39.83,56.7,53.51,2.6,2.31,-0.08,3,2.94,3.19,0.29,9.62,89.1
"Matt Dumba","MATT.DUMBA","8476856","20-21","MIN","D","R",1994-07-25,26,2012,1,7,51,1136.27,48.89,48.92,49.78,49.06,52.22,2.99,3.12,27.32,28.54,38.98,39.32,50.8,52.74,2.68,2.45,-0.14,-1.21,-0.34,-1.95,0.23,10.93,89.06
"Matt Dumba","MATT.DUMBA","8476856","21-22","MIN","D","R",1994-07-25,27,2012,1,7,40,943.72,52.79,49.47,48.05,48.91,48.92,3.44,3.08,31.08,31.75,40.61,43.91,55.2,57.67,2.71,2.83,0.36,-0.66,-3.3,-2.47,-0.12,11.07,90.31
"Matt Ellis","MATT.ELLIS","8470018","07-08","DET/L.A","L","L",1981-08-31,26,1999,NA,NA,54,429.28,46.24,45.73,46.15,46.35,38.06,1.82,2.12,24.57,29.15,35.35,41.24,45.61,52.79,1.6,2.61,-0.3,-4.59,-5.89,-7.18,-1,7.41,92.74
"Matt Ellis","MATT.ELLIS","8470018","08-09","BUF","L","L",1981-08-31,27,1999,NA,NA,45,397.45,54.67,48.93,47.34,45.09,48.56,2,1.65,29.59,30.89,38.25,42.55,47.86,58.29,1.96,2.07,0.34,-1.29,-4.3,-10.43,-0.12,6.74,94.64
"Matt Ellis","MATT.ELLIS","8470018","09-10","BUF","L","L",1981-08-31,28,1999,NA,NA,72,651.63,50.33,52.69,52.61,52.59,52.01,1.88,1.86,31.25,28.05,42.64,38.41,54.51,49.14,2.14,1.98,0.02,3.2,4.23,5.37,0.17,6.03,93.37
"Matt Ellis","MATT.ELLIS","8470018","10-11","BUF","L","L",1981-08-31,29,1999,NA,NA,14,140.62,0,52.26,51.3,49.4,48.03,0,1.62,24.92,22.76,35.29,33.49,48.62,49.79,1.56,1.69,-1.62,2.16,1.79,-1.17,-0.13,0,92.88
"Matt Ellis","MATT.ELLIS","8470018","11-12","BUF","L","L",1981-08-31,30,1999,NA,NA,60,583.1,42.61,50.49,48.04,48.32,47.84,1.55,2.08,27.53,26.99,37.04,40.07,49.31,52.74,1.9,2.07,-0.54,0.54,-3.02,-3.44,-0.17,5.61,92.29
"Matt Ellis","MATT.ELLIS","8470018","12-13","BUF","L","L",1981-08-31,31,1999,NA,NA,6,37.18,0,42.96,39.77,36.38,40.63,0,0,22.4,29.74,25.64,38.83,31.95,55.88,1.26,1.84,0,-7.34,-13.18,-23.93,-0.58,0,100
"Matt Ellis","MATT.ELLIS","8470018","13-14","BUF","L","L",1981-08-31,32,1999,NA,NA,50,473.57,27.95,37.77,38.83,37.2,33.6,1.16,2.98,20.53,33.82,28.36,44.68,37.65,63.58,1.42,2.8,-1.83,-13.29,-16.31,-25.92,-1.38,5.64,91.17
"Matt Ellis","MATT.ELLIS","8470018","14-15","BUF","L","L",1981-08-31,33,1999,NA,NA,39,324.63,16.53,35.7,34.03,32.14,29.05,0.91,4.62,22.31,40.18,28.62,55.5,36.08,76.19,1.29,3.16,-3.7,-17.87,-26.87,-40.11,-1.87,4.1,88.51
"Matt Foy","MATT.FOY","8470165","07-08","MIN","R","R",1983-05-18,24,2002,6,175,28,219.32,51.09,52.56,51.17,52.66,56.87,2.76,2.64,29.69,26.8,39.31,37.51,51.73,46.5,2.43,1.85,0.12,2.89,1.8,5.23,0.59,9.3,90.14
"Matt Fraser","MATT.FRASER","8475671","11-12","DAL","R","L",1990-05-20,21,2008,NA,NA,1,3.95,0,24.31,16.17,19.96,42.86,0,0,14.73,45.87,14.73,76.41,30.68,123.04,0.91,1.22,0,-31.14,-61.67,-92.35,-0.3,0,100
"Matt Fraser","MATT.FRASER","8475671","12-13","DAL","R","L",1990-05-20,22,2008,NA,NA,12,141.5,51.25,50.5,49.99,53.87,44.18,1.74,1.65,23.11,22.66,33.8,33.81,52.26,44.75,1.51,1.91,0.08,0.45,-0.01,7.51,-0.4,7.52,92.7
"Matt Fraser","MATT.FRASER","8475671","13-14","BOS","R","L",1990-05-20,23,2008,NA,NA,14,135.12,50.75,52.43,54.04,54.92,55.09,2.26,2.19,31.83,28.88,43.92,37.35,58.55,48.06,2.28,1.86,0.07,2.95,6.57,10.5,0.42,7.09,92.42
"Matt Fraser","MATT.FRASER","8475671","14-15","BOS/EDM","R","L",1990-05-20,24,2008,NA,NA,60,673.08,36.64,46.85,47.53,47.86,42.57,1.7,2.94,25.37,28.77,36.27,40.03,49.66,54.11,1.86,2.5,-1.24,-3.41,-3.76,-4.45,-0.65,6.69,89.8
"Matt Frattin","MATT.FRATTIN","8474192","10-11","TOR","R","R",1988-01-03,22,2007,4,99,1,15.57,0,62.66,58.67,58.41,50,0,4.55,52.56,31.33,69.36,48.86,88.86,63.28,3.31,3.31,-4.55,21.23,20.5,25.59,0,0,85.49
"Matt Frattin","MATT.FRATTIN","8474192","11-12","TOR","R","R",1988-01-03,23,2007,4,99,56,737.25,51.05,49.62,49.4,49.67,49.98,2.55,2.45,27.61,28.04,38.62,39.57,52.73,53.44,2.24,2.24,0.1,-0.42,-0.94,-0.71,0,9.25,91.26
"Matt Frattin","MATT.FRATTIN","8474192","12-13","TOR","R","R",1988-01-03,24,2007,4,99,25,330.65,59.28,48.12,50.22,51,49.23,3.19,2.19,26.1,28.14,39.54,39.18,58.33,56.03,2.08,2.15,1,-2.04,0.35,2.3,-0.07,12.24,92.2
"Matt Frattin","MATT.FRATTIN","8474192","13-14","CBJ/L.A","R","R",1988-01-03,25,2007,4,99,44,528.53,46,52.53,53.98,55.81,56.03,1.46,1.71,28.08,25.38,41.34,35.24,56.92,45.07,2.35,1.84,-0.25,2.7,6.1,11.85,0.51,5.18,93.27
"Matt Frattin","MATT.FRATTIN","8474192","14-15","TOR","R","R",1988-01-03,26,2007,4,99,9,63.5,0,39.68,42.68,45.82,31.1,0,0,22.92,34.85,33.23,44.63,49.43,58.45,1.31,2.91,0,-11.92,-11.4,-9.02,-1.6,0,100
"Matt Gilroy","MATT.GILROY","8475118","09-10","NYR","D","R",1984-07-20,25,2002,NA,NA,69,1125.83,49.86,54.52,53.3,53.05,53.03,2.17,2.19,32.63,27.22,44.21,38.74,58.51,51.79,3.04,2.69,-0.01,5.41,5.48,6.72,0.35,6.66,91.97
"Matt Gilroy","MATT.GILROY","8475118","10-11","NYR","D","R",1984-07-20,26,2002,NA,NA,58,822.25,56.09,54.67,54.29,52.65,56.57,2.55,2,32.13,26.65,42.91,36.13,56.27,50.6,3.12,2.4,0.55,5.49,6.78,5.66,0.73,7.93,92.51
"Matt Gilroy","MATT.GILROY","8475118","11-12","OTT/T.B","D","R",1984-07-20,27,2002,NA,NA,67,1172.97,47.39,47.73,47.12,47.8,47.05,2.7,3,27.93,30.58,37.34,41.9,51.28,55.99,2.23,2.51,-0.3,-2.65,-4.56,-4.71,-0.28,9.66,90.2
"Matt Gilroy","MATT.GILROY","8475118","12-13","NYR","D","R",1984-07-20,28,2002,NA,NA,15,143.35,0,46.79,44.27,45.73,35.48,0,1.67,27.02,30.72,35.67,44.9,48.07,57.04,1.73,3.15,-1.67,-3.7,-9.23,-8.97,-1.42,0,94.55
"Matt Gilroy","MATT.GILROY","8475118","13-14","FLA","D","R",1984-07-20,29,2002,NA,NA,16,260.03,44.61,48.15,49.64,48.57,50.17,1.83,2.28,26.58,28.62,38.64,39.2,50.7,53.68,2.1,2.08,-0.44,-2.04,-0.56,-2.99,0.01,6.89,92.05
"Matt Greene","MATT.GREENE","8470121","07-08","EDM","D","R",1983-05-13,24,2002,2,44,46,768.18,34.08,38.18,39.32,39.39,34.63,1.58,3.05,21.33,34.55,31.33,48.35,41.54,63.91,1.63,3.09,-1.47,-13.21,-17.02,-22.37,-1.45,7.39,91.18
"Matt Greene","MATT.GREENE","8470121","08-09","L.A","D","R",1983-05-13,25,2002,2,44,82,1618.78,39.76,44.38,45.3,44.57,43.11,1.77,2.69,23.66,29.65,35.43,42.78,46.59,57.95,1.96,2.59,-0.91,-5.99,-7.35,-11.36,-0.63,7.49,90.94
"Matt Greene","MATT.GREENE","8470121","09-10","L.A","D","R",1983-05-13,26,2002,2,44,75,1310.98,39.3,45.51,45.4,44.43,40.26,1.71,2.63,23.1,27.66,33.86,40.71,44.32,55.43,1.81,2.69,-0.93,-4.56,-6.85,-11.11,-0.88,7.38,90.48
"Matt Greene","MATT.GREENE","8470121","10-11","L.A","D","R",1983-05-13,27,2002,2,44,71,1205.32,41.61,45.12,45.05,45.49,41.7,1.78,2.5,24.29,29.55,35.1,42.82,47.67,57.11,1.93,2.7,-0.72,-5.26,-7.72,-9.45,-0.77,7.33,91.55
"Matt Greene","MATT.GREENE","8470121","11-12","L.A","D","R",1983-05-13,28,2002,2,44,82,1367.15,43.68,47.25,47.1,47.14,44.21,1.84,2.37,25.5,28.47,36.92,41.47,48.98,54.92,2.05,2.59,-0.53,-2.97,-4.55,-5.94,-0.54,7.21,91.67
"Matt Greene","MATT.GREENE","8470121","12-13","L.A","D","R",1983-05-13,29,2002,2,44,5,76.43,36.61,44,41.15,39.11,43.45,2.31,4,25.24,32.12,37.27,53.29,44.01,68.51,2.47,3.22,-1.69,-6.88,-16.02,-24.5,-0.75,9.14,87.56
"Matt Greene","MATT.GREENE","8470121","13-14","L.A","D","R",1983-05-13,30,2002,2,44,38,603.75,35.33,49.36,51.21,50.45,45.66,1.76,3.22,27.4,28.11,41.61,39.65,56.22,55.22,2.21,2.63,-1.46,-0.71,1.96,1,-0.42,6.42,88.55
